listing_id,name,description,neighborhood_overview,host_id,host_name,host_since,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
22349534,One bed lower ground floor flat in Fitzrovia,"Beautifully furnished and with all the necessities for an enjoyable night in, these apartments are an easy, yet luxurious way to spend your stay in the city. Whether you are curled up on the sleek, black leather couch catching up on your shows with the complimentary Wi-Fi, or preparing a quick meal for yourself in the fully equipped kitchen, you’ll be as comfortable as if you were in your own living room. Follow up your long day with a relaxing bath in our lavish marble bathroom.","Fitzrovia offers visitors the diversity associated with London’s reputation, home to a variety of activities and industries equally sharing the space.<br /><br />Located just north of Covent Garden, a few of its close attractions include The British Museum, Pollock’s Toy Museum, and the Grant Museum of Zoology. For those interested in exploring the night life, London Cocktail Club is known for its reasonably priced cocktails on Monday nights, and Charlotte Street is the hub for diverse cuisine and an array of bars, such as the historical Fitzrovia Tavern that gave the area its name.<br /><br />If you’re in need of a bit of shipping, the Oxford Street shops are incredibly close by, giving you enough time to browse during the evenings and weekends. With Goodge Street station just around the corner of the apartment, you will have access to as much of London via the Northern line as you are prepared to experience throughout your stay.",54987,host_013,2009-11-17,f,Westminster,51.51819,-0.13718,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Toaster"", ""Crib"", ""Clothing storage: closet and dresser"", ""Room-darkening shades"", ""Shampoo"", ""32\"" TV with standard cable"", ""Wifi"", ""Dishwasher"", ""Cleaning products"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Extra pillows and blankets"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Wine glasses"", ""Body soap"", ""Central heating"", ""Babysitter recommendations"", ""Bed linens"", ""Portable fans"", ""Microwave"", ""Private entrance"", ""Lockbox"", ""Essentials"", ""Stainless steel oven"", ""Washer"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Stainless steel electric stove"", ""Refrigerator"", ""Hangers"", ""Cleaning available during stay"", ""Dryer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Dining table"", ""Conditioner"", ""Drying rack for clothing""]",$225.00,7,1125,18,48,78,168,17,2,0,2017-12-28,2023-12-04,4.59,4.35,4.65,4.76,4.71,4.82,4.35,t,55,55,0,0,0.22
22381748,Discounted Flat w Lovely Terrace near King's Road,"No Airbnb Fees!<br /><br />Unwind after shopping on an adorable terrace in a classic Chelsea red-brick Victorian building in Sloane Square. Light candles in a fireplace to set the mood after dinner. At bedtime, discover just how quiet such a centrally located apartment can be.",This one-bedroom serviced apartment is in the heart of Sloane Square.,50112313,host_016,2015-11-29,f,Kensington and Chelsea,51.49136,-0.16004,Entire serviced apartment,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Heating"", ""Washer"", ""Cooking basics"", ""Refrigerator"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Stove"", ""Dedicated workspace"", ""Dryer"", ""Coffee maker"", ""Crib"", ""Host greets you"", ""Dishes and silverware"", ""Private entrance"", ""Hangers"", ""Iron"", ""Hot water"", ""Luggage dropoff allowed"", ""Oven"", ""First aid kit"", ""Fire extinguisher"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Smoke alarm"", ""Dishwasher""]",$246.00,3,1125,20,42,66,245,72,22,1,2018-02-03,2024-02-24,4.83,4.82,4.86,4.84,4.82,4.95,4.68,t,11,11,0,0,0.96
22383809,Big beautiful 2 bedroom flat 041 in Chelsea,"Enjoy your own piece of Chelsea in this spacious 2 bedroom 624 sq ft flat in a famous art deco building. Surrounded by restaurants, boutiques,  landmarks and museums this cosmopolitan, safe and upmarket neighbourhood puts you in the company of millionaires and royalty. Tubes are 8 minutes in South Kensington and Sloane Square making London easy to explore. Plenty to see and do closer to home as well. Fully equipped and refurbished kitchen/bathroom/furniture Dec 2017. Free unlimited 100mb wifi","Our guests stay with us not only because of our excellent customer service, but also because of our fantastic location for sightseeing and shopping, with many attractions being within a short 10 minute walk. For example, on our doorstep we have the annual Chelsea Flower Show as well as some of London’s best museums – the Natural History, Victoria and Albert and Science Museums – ideal for dinosaur lovers. Hyde Park, Kensington Palace and Gardens, the Albert Memorial and Buckingham Palace are also all within walking distance. When it comes to shopping, you are spoilt for choice. Knightsbridge, home to Harrods, is only a 10 minutes walk away and closer to home on Sloane Street, Brompton Cross and the Kings Road, you will find Prada, Chanel, Gucci, Jimmy Choo and many, many more tempting boutiques. There are numerous fine-dining restaurants and entertainment venues immediately in the vicinity including the cutting-edge Royal Court Theatre at Sloane Square, The Royal Albert Hall and the Ca",42653212,host_018,2015-08-27,f,Kensington and Chelsea,51.4916,-0.16369,Room in serviced apartment,Hotel room,6,1.0,1 private bath,2.0,4.0,"[""Elevator"", ""Building staff"", ""Heating"", ""Washer"", ""Paid parking on premises"", ""Refrigerator"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Ethernet connection"", ""Dryer"", ""Paid parking off premises"", ""Hangers"", ""Iron"", ""Hot water"", ""Security cameras on property"", ""Luggage dropoff allowed"", ""Self check-in"", ""Bed linens"", ""Bathtub"", ""Shampoo"", ""Smoke alarm""]",$374.00,7,91,15,21,40,193,14,8,0,2018-11-26,2024-01-14,4.86,4.93,4.93,5.0,5.0,5.0,4.93,t,57,40,0,0,0.22
22551386,Extraordinary Penthouse facing Hyde Park &Oxford,"This luxurious and lavish lateral apartment consists of 3 double bedrooms with en-suite bathrooms, separate kitchen and double reception room partly overlooking the world-renowned Hyde Park.","Being positioned right next to Hyde Park, Marble Arch and within walking distance of Paddington Station, the apartment is the perfect location from where to start your London adventure, no matter what you planned. The classically British Connaught Street with its small boutiques, local cafes and pubs located right around the corner from the property, as well as the famous Marylebone located just across the street, give a feel of classic British village life. In the meantime, the shopping capital of the UK, Oxford Street is right outside your doorstep. Finally, if day trips to the towns surrounding the city are what you are looking for, Paddington train station offers access to Wales and the South-West of England, with trains to Cardiff, Bath and more, making it a perfect departure point for day trips outside the capital.",165675868,host_052,2018-01-03,f,Westminster,51.51458,-0.16235,Entire serviced apartment,Entire home/apt,7,3.0,3 baths,3.0,4.0,"[""Toaster"", ""Crib"", ""Clothing storage: closet and dresser"", ""Shampoo"", ""Wifi"", ""Dishwasher"", ""Cleaning products"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hot water kettle"", ""Heating"", ""High chair"", ""Extra pillows and blankets"", ""Hot water"", ""Kitchen"", ""Shower gel"", ""Window guards"", ""Bathtub"", ""Stove"", ""Body soap"", ""Indoor fireplace"", ""Babysitter recommendations"", ""Bed linens"", ""Microwave"", ""Essentials"", ""Elevator"", ""Iron"", ""Host greets you"", ""TV with standard cable"", ""Refrigerator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hangers"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Paid parking off premises"", ""Hair dryer"", ""Dining table"", ""Conditioner"", ""Drying rack for clothing"", ""Oven"", ""Free washer \u2013 In unit""]",$986.00,10,1125,0,18,48,48,4,0,0,2018-05-12,2020-09-22,4.5,4.5,4.5,4.75,4.75,4.75,4.0,f,64,64,0,0,0.06
22475086,Melia White House Apartments - Cosy,"Based in the Melia White House Hotel,  enjoy the luxury and comfort of this four star hotel combined with the privacy of your own apartment. Enjoy use of the 24hr gym, hotel quality cleaning, bar and restaurant.<br /><br />Our serviced Apartments are ideal for one or two people looking for a relaxed home-from-home in a vibrant location.<br /><br />The comfortable living area adapts to accommodate a working space, making this the ideal base for the smart business traveller.","Located next to Regents Park and short walk from the famous shopping on Oxford Street and Regent's street, these apartments enjoy the very best of London on their doorstep.",164771249,host_053,2017-12-29,f,Camden,51.52557,-0.1437,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Dryer"", ""Gym"", ""Essentials"", ""Shampoo"", ""TV"", ""Air conditioning"", ""Security cameras on property"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Self check-in"", ""Elevator"", ""Hair dryer"", ""Heating"", ""Building staff"", ""Kitchen"", ""Hot water"", ""Hangers""]",$142.00,31,1125,27,57,80,355,8,4,0,2018-05-05,2023-12-08,4.5,4.25,4.25,4.5,4.38,5.0,4.38,t,2,2,0,0,0.11
22791853,Super Serviced Apartment on Sloane Avenue - NGH,"Good size Studio in one of London’s most exclusive neighbourhoods, close to Harrods, Buckingham Palace and the Royal Albert Hall. When you book at Nell Gwynn House, you are taking a space that includes a living area, bedroom, bathroom and fully equipped kitchen. We do not guarantee an exact apartment - all images are an example but all very similar. Daily housekeeping is no longer included during your stay. We can organise mid-stay cleans for an additional charge.",Not provided,48165024,host_045,2015-11-04,f,Kensington and Chelsea,51.49315,-0.16578,Room in serviced apartment,Hotel room,4,1.0,1 bath,0.0,1.0,"[""Carbon monoxide alarm"", ""Elevator"", ""Self check-in"", ""Building staff"", ""First aid kit"", ""Hair dryer"", ""Fire extinguisher"", ""Heating"", ""Kitchen"", ""TV"", ""Washer"", ""Hangers"", ""Dryer"", ""Dedicated workspace"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Iron"", ""Wifi"", ""Essentials""]",$135.00,3,1125,30,60,90,344,14,1,0,2018-12-10,2023-04-14,4.07,4.07,4.0,4.29,4.29,4.79,4.0,t,201,153,25,0,0.22
22792945,Private Flat in Central London - Chelsea - NGH,"A beautiful Studio Apartment in one of the best locations in London. 5 minute's from King's Road and 10 minutes to Sloane Square. Very close to all the shops, restaurants and cafes and only 10 minutes from Harrods. You can fit up to 4 adults with a double sofa bed in the living space. We do not guarantee an exact apartment - all images are an example but all very similar. Housekeeping is suspended due to COVID-19. Apartments are cleaned for arrival, not during your stay.",Not provided,48165024,host_045,2015-11-04,f,Kensington and Chelsea,51.49312,-0.16443,Room in serviced apartment,Hotel room,4,1.0,1 bath,0.0,1.0,"[""Dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Shampoo"", ""TV"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""Fire extinguisher"", ""First aid kit"", ""Dedicated workspace"", ""Cooking basics"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Heating"", ""Self check-in"", ""Kitchen"", ""Building staff"", ""Hangers""]",$135.00,3,1125,29,59,89,344,15,0,0,2018-11-17,2022-07-09,4.27,3.87,4.33,4.73,4.6,5.0,4.07,t,201,153,25,0,0.23
22793419,Studio Apt - 5 mins from Sloane Square - NGH,"Good size Studio Apartment in one of London’s most exclusive neighbourhoods, close to Harrods, Buckingham Palace and the Royal Albert Hall. When you book at Nell Gwynn House, you are taking a space that includes a living area, bedroom, bathroom and fully equipped kitchen. We do not guarantee an exact apartment - all images are an example but all very similar. Weekly housekeeping is included for longer stays. This can be organised with the Lettings Team on site.",Not provided,48165024,host_045,2015-11-04,f,Kensington and Chelsea,51.49136,-0.16474,Room in serviced apartment,Hotel room,4,1.0,1 private bath,0.0,2.0,"[""Carbon monoxide alarm"", ""Elevator"", ""Self check-in"", ""Building staff"", ""First aid kit"", ""Hair dryer"", ""Fire extinguisher"", ""Heating"", ""Kitchen"", ""TV"", ""Washer"", ""Hangers"", ""Dryer"", ""Refrigerator"", ""Shampoo"", ""Smoke alarm"", ""Cooking basics"", ""Iron"", ""Wifi"", ""Essentials""]",$135.00,2,1125,30,60,90,344,19,0,0,2018-05-27,2019-12-29,4.32,3.84,4.58,4.74,4.47,4.74,4.0,t,201,153,25,0,0.27
22741813,Melia White House Apartments - Studio,"Based in the Melia White House Hotel,  enjoy the luxury of a 4 star hotel combined with the privacy of your own apartment. Enjoy use of the 24hr gym, hotel quality cleaning, bar and restaurant.<br /><br />Each Studio is open plan, they feature a large bathroom with a bathtub and separate walk-in shower, as well as a walk-in wardrobe and a fully equipped mini-kitchen. They can host up to 3 adults and are serviced and cleaned 5 times per week, Monday to Friday. The size of the apartment is 414ft² (38.5m²).","Located next to Regents Park and short walk from the famous shopping on Oxford Street and Regent's street, these apartments enjoy the very best of London on their doorstep.",164771249,host_053,2017-12-29,f,Camden,51.52548,-0.14368,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,0.0,1.0,"[""Crib"", ""Gym"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Heating"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""TV"", ""Security cameras on property"", ""Essentials"", ""Washer"", ""Elevator"", ""Iron"", ""Building staff"", ""Hangers"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed"", ""First aid kit"", ""Paid parking off premises"", ""Hair dryer""]",$205.00,31,1125,30,60,90,90,0,0,0,,,,,,,,,,t,2,2,0,0,
22919017,Modern One Apartment in Liverpool Street Shoredith,"Shoreditch, Brick Lane food, with The Fashionista Precinct of our new individual designers of London for Ladies and men, these new one bedroom apartments are fully furnished, inclusive free WIFI and weekly maid service.with a safe & hair dryer plus toiletries shampoo,conditioner,bath gel,<br />Plus tea,coffee,sugar and milk.  We have more than 4 apartments in the same building, images are for guidance only, as layout can vary.  Quality is the same throughout!","Key Attractions <br /><br />Spitalfields Market<br />Old Spitalfields Market is situated in the heart of Spitalfields and is a premier indoor market and retail attraction for all.<br /><br />The market was built in 1876 and is one of the finest surviving Victorian Market Halls in the capital.<br /><br />Nestled in the cobbled streets between Brick Lane and Bishopsgate, Old Spitalfields Market is steeped in history. Visitors will discover an array of themed markets, operating seven days a week, alongside boutique fashion, design and lifestyle stores, distinctive bars, coffee and tea shops and a wide range of restaurants.  <br /><br />The Royal Exchange<br />The Royal Exchange is a luxury shopping area in a historic building in the heart of The City. <br /><br />You will discover an unrivalled collection of over 30 luxury stores that offer individuality and refinement second to none. <br /><br />The boutiques include Gucci, Jo Malone London, Paul Smith, Tiffany & Co and Watches of Switze",105908716,host_033,2016-12-02,f,Tower Hamlets,51.51871,-0.07475,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Shampoo"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Extra pillows and blankets"", ""Kitchen"", ""Hot water"", ""Paid parking on premises"", ""TV"", ""Stove"", ""Bed linens"", ""Microwave"", ""Private entrance"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Hangers"", ""Dryer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Paid parking off premises"", ""Hair dryer"", ""Oven""]",$198.00,3,1125,18,46,76,298,20,8,0,2018-09-15,2023-12-08,4.9,4.95,5.0,4.95,4.85,4.95,4.8,f,38,38,0,0,0.3
22919429,Two bedroom Apartment in Liverpool Street -,"Shoreditch is home to the famous Brick Lane food and fashion New Comers to the market. These new two bedroom apartments are fully furnished. Each apartment has free WIFI, weekly maid service.<br /><br />Liverpool Street Stn is 5 mins walk <br />Aldgate Station is 5 mins walk<br /><br />Each apartment is fitted with its own thermostat control button.  A safe with a hair dryer is also provided. With tea, coffee, sugar and milk. Also toiletries, shampoo, conditioner,shower gel.<br />Gym is Fitness First which is a 2 mins walk.",Not provided,105908716,host_033,2016-12-02,f,Tower Hamlets,51.5171,-0.07521,Entire serviced apartment,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Elevator"", ""Heating"", ""Washer"", ""Paid parking on premises"", ""Cooking basics"", ""Wifi"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Kitchen"", ""Dryer"", ""Host greets you"", ""Dishes and silverware"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Hot water"", ""TV with standard cable"", ""First aid kit"", ""Fire extinguisher"", ""Bed linens"", ""Smoke alarm""]",$356.00,4,999,14,44,69,274,5,0,0,2018-05-02,2022-12-04,5.0,5.0,5.0,5.0,5.0,5.0,4.6,f,38,38,0,0,0.07
22919832,Boutique One Bedroom Apartment,"*This apartment features a bedroom with a king size bed (twin beds on request) a living area with kitchen and bathroom.  Perfect for both business and leisure stays, these London apartments boast an enviable address in Kensington.  Guests can find local amenities on their doorstep and many popular tourist attractions within walking distance.  We have more than 15 apartments in same building, images for guidance as layout can vary, but quality is the same throughout!","Kensington is a popular area in London with both locals and tourists, as it is home to the Natural History Museum,Royal Albert Hall and the Science Museum. Head southwards for Chelsea and cross the River for Battersea Park.<br />Knightsbridge is also easily reached from these apartments.<br /><br />Wander towards Hyde Park Corner to visit Wellington Arch, which borders Buckingham Palace Gardens.Follow Constitution Hill for the iconic Buckingham Palace, which is adjacent to St James Park. <br /><br />Nearest attractions:<br />-Victoria and Albert Museum<br />-Natural History Museum<br />-Harrods<br />-Royal Albert Hall",105908716,host_033,2016-12-02,f,Kensington and Chelsea,51.49339,-0.1849,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Shampoo"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Heating"", ""Extra pillows and blankets"", ""Kitchen"", ""Hot water"", ""TV"", ""Bathtub"", ""Stove"", ""Clothing storage: closet"", ""Bed linens"", ""Microwave"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Hangers"", ""Dryer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Paid parking off premises"", ""Hair dryer"", ""Drying rack for clothing"", ""Oven""]",$197.00,3,1125,26,52,82,276,47,7,1,2018-05-04,2024-02-25,4.77,4.74,4.85,4.85,4.72,4.83,4.47,t,38,38,0,0,0.66
22748073,Modern bedroom close to Arsenal Stadium,"A flat with the combination of modern electric appliances and traditional furnitures. One double bedroom, with your private bathroom, is available in our home.  The location of this flat is very convenient, just 3 minutes walking to Holloway Road station on Piccadilly Line. Traveling to anywhere in London is very easy, with just two stops to King’s Cross Station, so you can visit other cities in the UK, also. The facilities are really good, with a gym, roof gardens and high speed internet.","Our flat is close to Emirates Stadium the Gunner’s home of Arsenal team. If you want to watch a match, is a perfect place to stay.",167977837,host_054,2018-01-15,f,Islington,51.55346,-0.10815,Room in serviced apartment,Hotel room,2,,1 shared bath,1.0,,"[""Gym"", ""Shampoo"", ""Wifi"", ""Dishwasher"", ""Hot tub"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Heating"", ""Extra pillows and blankets"", ""Kitchen"", ""Hot water"", ""TV"", ""Backyard"", ""Bed linens"", ""Single level home"", ""Microwave"", ""Essentials"", ""Washer"", ""Coffee maker"", ""Elevator"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Hangers"", ""Dryer"", ""Smoke alarm"", ""Long term stays allowed"", ""Cooking basics"", ""Hair dryer"", ""Oven""]",,2,10,0,0,0,0,50,0,0,2018-02-05,2019-03-27,4.86,4.9,4.86,4.84,4.88,4.84,4.8,f,1,0,0,0,0.67
22750548,Stunning 1-Bedroom Apt - Nell Gwynn House - NGH,"We provide excellent self catering serviced apartments for the discerning traveller. Located in the heart of the Royal Borough of Kensington and Chelsea, close to the famous Harrods department store and all of the exclusive shops and boutiques on Sloane Street.  We do not guarantee an exact apartment - all images are an example but all very similar. Weekly housekeeping is included for longer stays. This can be organised with the Lettings Team on site.",Not provided,48165024,host_045,2015-11-04,f,Kensington and Chelsea,51.49113,-0.16569,Room in serviced apartment,Hotel room,4,1.0,1 private bath,1.0,2.0,"[""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Self check-in"", ""Kitchen"", ""Hot water"", ""TV"", ""Free street parking"", ""Microwave"", ""Essentials"", ""Washer"", ""Elevator"", ""Iron"", ""Building staff"", ""Refrigerator"", ""Hangers"", ""Dryer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""First aid kit"", ""Cooking basics"", ""Hair dryer""]",$140.00,3,1125,25,55,85,337,3,0,0,2018-04-25,2019-10-02,5.0,5.0,5.0,5.0,4.67,5.0,4.67,t,201,153,25,0,0.04
22933141,Daventry Street,This is a duplex apartment. Perfect for business & leisure stays<br />Daventry Street is 10 mins walk to Baker St Stn<br />Marylebone Village is another 5 mins walk. Many Coffee Houses & Restaurants<br />Oxford St-Marble Arch is another 15 Mins walk <br />Baker St is the most central place to access  by walking or taking a bus to  <br />Oxford St to the south <br />Great Portland St to the east & walking distance to Regents Park<br />Nearest Attractions<br />National Portrait Gallery <br />Selfridges <br />Park Lane<br />Bond St<br />Buckingham Palace,Baker Street and Marylebone Village is a beautiful area and must be seen to be appreciated....<br />Please also note that you should take care of your money and cards while you are out and about.<br />Also please note that we do provide a safe in the bedroom.,105908716,host_033,2016-12-02,f,Westminster,51.52106,-0.16673,Entire serviced apartment,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Shampoo"", ""Wifi"", ""Dishwasher"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Extra pillows and blankets"", ""Kitchen"", ""Hot water"", ""Paid parking on premises"", ""Stove"", ""Bed linens"", ""Microwave"", ""Private entrance"", ""Essentials"", ""Washer"", ""Iron"", ""Host greets you"", ""TV with standard cable"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""First aid kit"", ""Cooking basics"", ""Hair dryer"", ""Oven""]",$289.00,7,1125,29,59,89,129,18,3,0,2018-08-16,2023-07-24,4.56,4.44,4.56,4.94,4.72,4.56,4.33,f,38,38,0,0,0.26
22839423,Exclusive Private Haven-Indulge in Harmony,"Chill out and work from home in a fantastic atmosphere of quietness and harmony of colors next to the renowned Harrods department store. This apartment displays a careful mix of innovative patterns, colors, and textures, particularly in the upbeat living and dining area. All sizes of beds are in UK standard!","It is set in the exclusive Knightsbridge area of London, next to Harrods and within walking distance of the Victoria and Albert Museum, Natural History Museum, and Science Museum. There are transport links that reach Central London in 15 minutes.<br /><br />Located conveniently for Buckingham Palace!",857701,host_055,2011-07-23,t,Kensington and Chelsea,51.49732,-0.16622,Entire serviced apartment,Entire home/apt,6,3.0,3 baths,3.0,3.0,"[""Bluetooth sound system"", ""Heating"", ""City skyline view"", ""Washer"", ""Toaster"", ""Baby safety gates"", ""Dining table"", ""Window guards"", ""Refrigerator"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Portable fans"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Body soap"", ""Crib - available upon request"", ""Stove"", ""Ethernet connection"", ""Courtyard view"", ""Dryer"", ""Children\u2019s books and toys"", ""Dedicated workspace"", ""Books and reading material"", ""Coffee maker"", ""Wine glasses"", ""Coffee"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hangers"", ""Extra pillows and blankets"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Smoke alarm"", ""TV with standard cable"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Oven"", ""First aid kit"", ""Fire extinguisher"", ""Bed linens"", ""Outdoor furniture"", ""Free driveway parking on premises \u2013 1 space"", ""Bathtub"", ""Shampoo"", ""Hot water"", ""Mini fridge"", ""Dishwasher""]",$389.00,3,90,9,36,47,47,31,5,0,2018-02-12,2024-01-07,4.81,4.91,5.0,4.95,5.0,5.0,4.68,t,3,3,0,0,0.42
22786332,Modern Flat - nice building - Sloane Square - NGH,"Studio in one of London’s most exclusive neighbourhoods, close to Harrods, Buckingham Palace and the Royal Albert Hall. When you book at Nell Gwynn House, the space includes a living area, bedroom, bathroom and fully equipped kitchen. All rates include free Wi-Fi, satellite TV. We do not guarantee an exact apartment - all images are an example but all very similar. Daily housekeeping is no longer included during your stay. We can organise mid-stay cleans for an additional charge.",Not provided,48165024,host_045,2015-11-04,f,Kensington and Chelsea,51.49119,-0.16484,Room in serviced apartment,Hotel room,4,1.0,1 bath,0.0,1.0,"[""Dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Shampoo"", ""TV"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""Fire extinguisher"", ""First aid kit"", ""Cooking basics"", ""Elevator"", ""Iron"", ""Self check-in"", ""Hair dryer"", ""Heating"", ""Building staff"", ""Kitchen"", ""Hangers""]",$135.00,3,1125,30,60,90,344,6,0,0,2018-02-23,2022-07-04,3.0,3.0,3.0,4.17,3.33,4.33,3.0,t,201,153,25,0,0.08
22786527,Cosy Studio Apartment 10 minutes to Harrods - NGH,"A beautiful Studio Apartment in one of the best locations in London. 5 minute's from King's Road and 10 minutes to Sloane Square. Very close to all the shops, restaurants and cafes and only 10 minutes from Harrods. You can fit up to 4 adults with a double sofa bed in the living space. We do not guarantee an exact apartment - all images are an example but all very similar. Daily housekeeping is no longer included during your stay. We can organise mid-stay cleans for an additional charge.",Not provided,48165024,host_045,2015-11-04,f,Kensington and Chelsea,51.49103,-0.16583,Room in serviced apartment,Hotel room,4,1.0,1 bath,0.0,1.0,"[""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Dishes and silverware"", ""Self check-in"", ""Heating"", ""Kitchen"", ""TV"", ""Essentials"", ""Washer"", ""Elevator"", ""Iron"", ""Building staff"", ""Refrigerator"", ""Hangers"", ""Dryer"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""First aid kit"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer""]",$135.00,3,1125,30,60,90,345,17,6,0,2020-03-14,2023-10-16,4.47,4.29,4.65,4.41,4.82,4.94,4.59,t,201,153,25,0,0.35
